attention,blinkStrength,delta,highAlpha,highBeta,highGamma,lowAlpha,lowBeta,lowGamma,meditation,theta,label
41,0,131623,7385,4205,1970,15620,5726,1533,43,80838,0
41,83,131623,7385,4205,1970,15620,5726,1533,43,80838,0
48,0,1201009,20930,19442,8561,9092,19769,11152,26,293216,0
56,0,456107,27603,12352,1453,14169,5913,1559,11,42864,0
56,130,456107,27603,12352,1453,14169,5913,1559,11,42864,0
56,113,456107,27603,12352,1453,14169,5913,1559,11,42864,0
64,0,373181,60458,20720,5902,9287,8663,11109,14,166488,0
64,0,432359,15793,1813,358,3910,1143,1636,40,8481,0
75,0,210454,18888,6104,2512,2490,10682,6027,53,35224,0
60,0,387108,28278,9517,803,7149,21485,2581,40,189058,0
48,0,1106298,27266,7829,1312,13090,7512,4170,34,208092,0
48,93,1106298,27266,7829,1312,13090,7512,4170,34,208092,0
48,90,1106298,27266,7829,1312,13090,7512,4170,34,208092,0
48,0,1106298,27266,7829,1312,13090,7512,4170,34,208092,0
48,0,1106298,27266,7829,1312,13090,7512,4170,34,208092,0
35,0,632216,4707,3547,1138,5533,6238,2035,16,15176,0
35,0,231711,4339,3540,911,4198,10848,1141,16,6274,0
27,0,618294,13588,5015,2388,14454,2817,1874,8,48323,0
47,0,265231,13210,11914,3392,2802,9276,5539,13,41819,0
47,142,265231,13210,11914,3392,2802,9276,5539,13,41819,0
60,0,98112,16746,7047,1394,7154,21929,5674,16,46173,0
75,0,212975,1834,1245,316,2635,2169,759,20,10734,0
66,0,881211,73627,4176,3042,3576,6606,3077,26,65770,0
66,36,881211,73627,4176,3042,3576,6606,3077,26,65770,0
66,113,881211,73627,4176,3042,3576,6606,3077,26,65770,0
64,0,1089593,129623,46276,3731,43449,20246,8461,40,77490,0
64,0,1089593,129623,46276,3731,43449,20246,8461,40,77490,0
64,0,1089593,129623,46276,3731,43449,20246,8461,40,77490,0
57,0,1392586,229558,41320,8977,30696,53915,30894,53,221652,0
57,54,1392586,229558,41320,8977,30696,53915,30894,53,221652,0
87,0,824362,65166,118897,7160,26572,101428,18341,41,128940,0
74,0,1296037,72209,7460,1429,9089,17167,1859,47,14153,0
74,123,1296037,72209,7460,1429,9089,17167,1859,47,14153,0
74,0,1914253,174227,140883,9361,26951,205938,90398,38,948442,0
40,0,2619426,72295,22977,8729,25578,19643,8600,30,781281,0
43,0,126699,4597,4304,622,25813,5418,2079,29,11318,0
43,103,126699,4597,4304,622,25813,5418,2079,29,11318,0
43,71,126699,4597,4304,622,25813,5418,2079,29,11318,0
43,35,126699,4597,4304,622,25813,5418,2079,29,11318,0
41,0,550355,22028,6523,1162,29935,7593,1833,21,79992,0
23,0,814497,53989,6985,1471,27261,4721,2463,27,205424,0
44,0,1022979,14031,38487,4592,110903,33475,7672,44,87086,0
44,0,1022979,14031,38487,4592,110903,33475,7672,44,87086,0
44,0,1022979,14031,38487,4592,110903,33475,7672,44,87086,0
44,35,1022979,14031,38487,4592,110903,33475,7672,44,87086,0
44,0,575228,8449,4058,650,2803,2818,1350,44,12413,0
34,0,35463,5358,1997,441,2980,1575,990,27,45766,0
34,81,35463,5358,1997,441,2980,1575,990,27,45766,0
34,66,35463,5358,1997,441,2980,1575,990,27,45766,0
57,0,654376,33927,8490,2157,14495,21904,6705,29,91078,0
40,0,61143,10682,806,481,1234,4953,382,26,13684,0
40,93,61143,10682,806,481,1234,4953,382,26,13684,0
54,0,3243871,179956,67610,14433,162797,66927,8671,43,114338,0
54,69,3243871,179956,67610,14433,162797,66927,8671,43,114338,0
40,0,1691132,55586,8496,1522,17266,12741,9376,40,152863,0
41,0,561540,34859,4688,621,10047,7019,3889,50,19310,0
41,134,561540,34859,4688,621,10047,7019,3889,50,19310,0
56,0,1012577,94797,48211,4262,28783,42428,5215,47,205347,0
50,0,1304836,42907,5769,1841,7792,8297,2042,48,21066,0
50,0,1304836,42907,5769,1841,7792,8297,2042,48,21066,0
50,0,1304836,42907,5769,1841,7792,8297,2042,48,21066,0
57,0,132282,3466,1979,394,2430,1658,446,44,14814,0
57,102,132282,3466,1979,394,2430,1658,446,44,14814,0
57,81,132282,3466,1979,394,2430,1658,446,44,14814,0
64,0,760620,16699,38039,473,8695,13927,3677,21,300108,0
48,0,1214735,144356,12473,4793,21251,32543,10990,23,254920,0
38,0,557397,5,15625,2,5,28291,4133,67,81383,1
38,0,506848,33200,13141,85400,326200,41479,12514,56,100027,1
60,0,1305334,4,230522,3,4,333453,99767,51,87672,1
60,222,1305334,3,230522,5,2,333453,99767,51,87672,1
60,0,1840569,657000,21230,5100,731000,124560,94116,51,1323624,1
54,0,244190,3,8784,3,4,18715,9367,60,134139,1
53,0,824100,2,66692,7,3,104089,15097,50,682906,1
53,206,824100,133160,66692,79260,726400,104089,15097,50,682906,1
56,0,1122264,5,121753,4,4,76491,77023,61,402809,1
37,0,121306,2,13943,7,3,19371,5851,56,106856,1
37,136,121306,133160,13943,79260,726400,19371,5851,56,106856,1
37,0,2146221,5,245176,4,4,134155,169972,56,1244296,1
37,0,2146221,1,245176,7,6,134155,169972,56,1244296,1
37,0,2146221,690310,245176,83480,339230,134155,169972,56,1244296,1
37,194,2146221,5,245176,4,5,134155,169972,56,1244296,1
37,50,2146221,3,245176,6,6,134155,169972,56,1244296,1
37,0,1738362,822300,6726,9300,349300,12296,3660,56,116254,1
37,0,600595,4,2123,3,4,4921,696,56,127003,1
37,0,3331753,1,207047,1,4,498492,75305,56,202479,1
47,0,1182608,524760,124608,36980,498000,139647,161844,51,991722,1
47,0,772472,5,59445,4,4,42711,11302,51,585673,1
47,0,2737299,1,76361,1,4,49604,64912,44,359661,1
47,48,2737299,524760,76361,36980,498000,49604,64912,44,359661,1
40,0,1101530,5,7789,4,4,14138,3699,37,164137,1
44,0,639711,1,108307,2,2,73339,100947,41,413500,1
44,225,639711,919710,108307,74860,889360,73339,100947,41,413500,1
44,110,639711,5,108307,4,5,73339,100947,41,413500,1
44,0,585765,1,26493,3,2,7094,24095,41,26510,1
51,0,313881,442300,15794,45800,373100,15504,6133,48,47925,1
51,0,313881,4,15794,3,4,15504,6133,48,47925,1
51,0,313881,1,15794,3,2,15504,6133,48,47925,1
50,0,652981,442300,54642,45800,373100,82295,9690,54,198245,1
50,109,652981,4,54642,3,4,82295,9690,54,198245,1
50,255,652981,2,54642,6,5,82295,9690,54,198245,1
50,0,1798929,894790,124601,53230,229450,38919,77927,54,335904,1
60,0,223635,5,5674,4,5,6245,4997,69,27135,1
53,0,2991403,2,122337,6,5,110556,176129,64,1113114,1
53,0,687475,894790,92585,53230,229450,149377,20667,64,405544,1
54,0,1750885,5,51113,4,5,72654,25642,53,195581,1
54,0,2017450,2,217169,6,5,107087,116500,53,675412,1
54,59,2017450,894790,217169,53230,229450,107087,116500,53,675412,1
54,78,2017450,5,217169,4,5,107087,116500,53,675412,1
51,0,542944,2,36962,6,5,58337,4639,41,379696,1
51,68,542944,894790,36962,53230,229450,58337,4639,41,379696,1
51,255,542944,5,36962,4,5,58337,4639,41,379696,1
53,0,154620,2,32070,6,5,66196,37721,35,158159,1
53,0,154620,894790,32070,53230,229450,66196,37721,35,158159,1
53,0,154620,5,32070,4,5,66196,37721,35,158159,1
70,0,1403722,2,51493,2,2,42493,27096,35,39250,1
69,0,1133243,354700,143353,7200,495900,203914,19803,40,585751,1
69,255,1133243,4,143353,3,4,203914,19803,40,585751,1
69,90,1133243,7,143353,4,7,203914,19803,40,585751,1
69,0,1635847,795000,63314,93000,840000,49273,73288,40,325032,1
81,0,331809,3,347413,2,3,343666,39807,43,884232,1
84,0,2088150,1,473148,5,1,393871,174010,47,1392357,1
84,238,2088150,242390,473148,26190,95920,393871,174010,47,1392357,1
84,42,2088150,5,473148,4,5,393871,174010,47,1392357,1
84,48,2088150,2,473148,1,1,393871,174010,47,1392357,1
70,0,1428259,446920,78900,62750,206070,36243,18989,56,181163,1
57,0,367750,5,31354,4,5,104562,24868,56,517021,1
57,0,2086174,8,62096,1,9,149921,18538,56,1134055,1
50,0,533933,886100,13127,65850,864500,5865,4360,54,94166,1
50,0,533933,4,13127,4,4,5865,4360,54,94166,1
50,0,533933,4,13127,3,1,5865,4360,54,94166,1
50,76,533933,842700,13127,9940,83150,5865,4360,54,94166,1
50,80,533933,4,13127,4,5,5865,4360,54,94166,1
50,0,1488624,4,113552,3,1,315748,47985,54,664093,1
50,0,1476860,842700,7271,9940,83150,8408,4598,54,72633,1
40,0,1816252,4,24099,4,5,55890,18011,61,125189,1
40,216,1816252,8,24099,4,7,55890,18011,61,125189,1
35,0,1743301,683000,25503,78400,516000,41996,8756,44,248822,1
35,98,1743301,3,25503,3,3,41996,8756,44,248822,1
35,242,1743301,1,25503,2,1,41996,8756,44,248822,1
30,0,1339188,856890,129986,31960,480870,94539,55919,38,289117,1
34,0,121244,5,1272,4,5,1792,562,44,5997,1
34,111,121244,1,1272,2,1,1792,562,44,5997,1
34,249,121244,856890,1272,31960,480870,1792,562,44,5997,1
26,0,450124,5,170126,4,5,59179,45424,40,570853,1
26,0,450124,1,170126,2,1,59179,45424,40,570853,1
26,0,450124,856890,170126,31960,480870,59179,45424,40,570853,1
27,0,1061262,5,9488,4,5,28582,3642,44,63546,1
40,0,1392777,5,92378,1,2,105922,68773,63,343017,1
40,0,672068,6000,155039,7910,703000,109665,65256,63,208592,1
41,0,157504,3,20901,4,3,54045,12324,60,102723,1
60,0,1806234,2,55776,8,2,29559,76837,64,349575,1
51,0,140455,365900,2857,25700,590200,3007,1178,64,43407,1
57,0,994574,4,63394,3,4,101418,8748,54,217842,1
53,0,65769,2,2248,8,2,4833,1077,57,17308,1
53,0,65769,365900,2248,25700,590200,4833,1077,57,17308,1
53,0,65769,4,2248,3,4,4833,1077,57,17308,1
53,34,65769,2,2248,8,2,4833,1077,57,17308,1
53,99,65769,365900,2248,25700,590200,4833,1077,57,17308,1
53,88,65769,4,2248,3,4,4833,1077,57,17308,1
60,0,297654,6,54562,2,1,54817,26849,51,59379,1
60,143,297654,78200,54562,42880,699050,54817,26849,51,59379,1
60,64,297654,4,54562,4,5,54817,26849,51,59379,1
60,0,526987,6,1890,2,1,2074,655,51,18685,1
70,0,559594,78200,11154,42880,699050,5432,4843,51,50615,1
70,217,559594,4,11154,4,5,5432,4843,51,50615,1
70,0,1122579,6,205497,2,1,149466,51970,51,427666,1
70,35,1122579,78200,205497,42880,699050,149466,51970,51,427666,1
66,0,40609,4,3235,4,5,2149,1714,50,17830,1
69,0,718606,8,35215,1,1,31880,12875,51,162281,1
69,95,718606,146900,35215,19701,778310,31880,12875,51,162281,1
48,0,760577,4,43160,5,5,129551,32280,51,606490,1
50,0,1181438,1,139414,4,1,143930,59266,54,502848,1
50,0,1124314,266200,94286,22800,140100,25586,22776,54,255997,1
50,0,1124314,4,94286,3,4,25586,22776,54,255997,1
50,0,1124314,9,94286,8,3,25586,22776,54,255997,1
40,0,521171,56600,3247,73370,132740,9926,2418,51,42629,1
40,0,631531,4,389816,4,5,274120,163889,51,2013072,1
40,0,400054,1,3530,4,6,13241,3896,51,30646,1
54,0,2054516,340320,310454,50400,720800,294225,362863,47,1088370,1
54,0,121097,5,51346,4,4,30296,27048,47,153898,1
53,0,13956,2,17030,1,2,5793,6896,40,152269,1
53,0,554710,724300,213397,57650,70000,390746,151482,40,885003,1
54,0,913184,4,8637,4,4,6127,965,54,10058,1
54,0,913184,3,8637,8,3,6127,965,54,10058,1
54,0,913184,370960,8637,49710,423030,6127,965,54,10058,1
54,72,913184,5,8637,4,5,6127,965,54,10058,1
57,0,1134530,3,623914,8,3,274133,389952,44,2868627,1
44,0,611929,370960,18213,49710,423030,19758,12893,47,221709,1
40,0,1885166,5,55064,4,5,150868,45068,51,597827,1
40,255,1885166,3,55064,8,3,150868,45068,51,597827,1
40,0,217283,370960,31163,49710,423030,11184,15006,51,514483,1
11,0,679713,5,4127,4,5,32674,2130,40,341009,1
13,0,229626,1,3116,1,5,4799,3285,47,34851,1
13,255,229626,855000,3116,48100,742100,4799,3285,47,34851,1
13,0,1629836,4,98003,3,4,145216,103927,47,1939772,1
17,0,704458,1,3978,1,5,9141,12015,48,34644,1
17,0,392732,855000,62886,48100,742100,61571,5621,48,191125,1
17,0,922781,4,62327,3,4,152396,12370,48,515981,1
17,0,922781,1,62327,1,5,152396,12370,48,515981,1
17,0,922781,855000,62327,48100,742100,152396,12370,48,515981,1
17,0,1237988,4,10411,3,4,38600,5362,44,188082,1
17,0,206898,7,70982,1,3,95971,292919,44,412691,1
41,0,852894,690800,2671,84410,739000,8730,767,44,15167,1
41,0,640385,4,284444,4,4,447505,137734,44,586789,1
41,0,340817,7,2082,1,3,3740,946,44,40162,1
41,0,493934,690800,14401,84410,739000,28158,7166,47,164445,1
41,226,493934,4,14401,4,4,28158,7166,47,164445,1
41,0,266225,7,82544,1,3,10796,23448,47,254344,1
43,0,1683515,690800,10790,84410,739000,10482,12136,44,79275,1
57,0,1299869,4,10222,4,4,12838,10088,47,33280,1
57,0,1299869,2,10222,2,2,12838,10088,47,33280,1
57,0,1299869,711300,10222,53450,472500,12838,10088,47,33280,1
57,238,1299869,4,10222,4,4,12838,10088,47,33280,1
57,0,994717,1,63465,1,7,16401,75808,47,338017,1
57,0,183835,433120,20892,6990,69900,12412,6532,50,115991,1
69,0,359782,5,30401,4,4,35277,10255,48,95113,1
69,255,359782,1,30401,1,7,35277,10255,48,95113,1
69,0,706445,433120,45004,6990,69900,78642,20829,48,267395,1
70,0,369973,5,11374,4,4,12977,5144,51,59836,1
84,0,288698,1,86056,1,7,47495,17988,48,46295,1
84,0,657358,433120,22672,6990,69900,5804,29875,48,161495,1
81,0,413440,5,16798,4,4,24512,7711,57,55084,1
81,0,348664,9,78317,4,1,25753,15162,57,943919,1
81,0,747971,212500,46128,71450,100270,65314,23169,57,27713,1
81,0,747971,4,46128,4,5,65314,23169,57,27713,1
81,0,747971,2,46128,3,1,65314,23169,57,27713,1
77,0,589074,918930,12751,12700,162620,13106,12276,64,49166,1
77,0,485795,5,54587,4,5,279266,24665,64,518711,1
77,0,1669491,6,58651,1,3,129480,47691,64,124946,1
69,0,1024709,72480,90293,75394,830300,143676,69421,56,1152296,1
69,101,1024709,5,90293,5,5,143676,69421,56,1152296,1
69,0,274098,6,114710,1,3,44789,60256,56,138448,1
37,0,1013149,72480,7909,75394,830300,18973,6226,56,243159,1
37,52,1013149,5,7909,5,5,18973,6226,56,243159,1
37,142,1013149,6,7909,1,3,18973,6226,56,243159,1
38,0,811639,72480,7337,75394,830300,18209,5200,43,41837,1
35,0,691966,5,12391,5,5,21705,4304,48,48184,1
35,0,691966,6,12391,1,3,21705,4304,48,48184,1
35,0,691966,72480,12391,75394,830300,21705,4304,48,48184,1
35,255,691966,5,12391,5,5,21705,4304,48,48184,1
35,0,218061,2,22698,8,1,54697,13698,48,396420,1
47,0,792233,486290,45167,63500,153200,77887,7172,60,58540,1
69,0,1688052,5,186421,3,5,137004,41862,56,428363,1
69,0,119329,8,22082,1,7,74179,21691,56,101963,1
60,0,1793832,862400,18407,32320,73000,91169,6702,60,297994,1
64,0,1957064,4,83776,4,4,57540,12718,56,306812,1
64,255,1957064,1,83776,1,9,57540,12718,56,306812,1
64,0,519517,374250,22583,73820,644700,43567,22266,56,96512,1
53,0,1020904,5,48573,4,4,36196,26569,47,398513,1
53,0,1517762,4,317881,2,1,101552,68441,47,881891,1
53,0,961038,939000,45059,11400,614900,46510,11813,47,35603,1
53,0,961038,3,45059,3,4,46510,11813,47,35603,1
53,0,961038,4,45059,2,1,46510,11813,47,35603,1
29,0,1776192,939000,11590,11400,614900,5443,14557,50,414075,1
29,0,898455,3,99759,3,4,23107,61767,50,440635,1
38,0,225019,4,13509,2,1,11978,3122,48,91932,1
30,0,1108165,939000,370903,11400,614900,675701,249539,38,1113521,1
30,0,892673,3,22659,3,4,8249,19695,38,150919,1
27,0,1092800,4,177793,2,1,88066,100973,38,573953,1
43,0,238688,939000,7825,11400,614900,11426,1694,40,61253,1
53,0,1032588,3,32927,3,4,10673,5226,29,99458,1
53,0,1032588,4,32927,2,1,10673,5226,29,99458,1
53,0,1032588,939000,32927,11400,614900,10673,5226,29,99458,1
53,177,1032588,3,32927,3,4,10673,5226,29,99458,1
53,0,1456234,5,417977,1,3,268646,193328,29,676989,1
54,0,284079,828900,45265,97500,472500,36671,44156,29,460082,1
54,255,284079,4,45265,4,4,36671,44156,29,460082,1
54,72,284079,1,45265,2,2,36671,44156,29,460082,1
61,0,175017,655200,20543,30200,819000,7252,13454,37,45983,1
74,0,709438,4,298757,3,4,275676,121179,37,470339,1
75,0,1130676,1,104856,7,8,142417,55848,41,184188,1
75,255,1130676,15670,104856,82300,279500,142417,55848,41,184188,1
75,71,1130676,5,104856,3,4,142417,55848,41,184188,1
75,38,1130676,1,104856,7,8,142417,55848,41,184188,1
75,0,832283,15670,89962,82300,279500,69947,12431,41,294001,1
78,0,577711,5,7030,3,4,6130,1922,43,46970,1
78,0,824901,3,107955,4,1,131474,46068,43,399633,1
80,0,427492,373300,6709,85700,812100,3430,3178,43,24834,1
80,0,427492,4,6709,3,4,3430,3178,43,24834,1
80,0,427492,3,6709,4,1,3430,3178,43,24834,1
56,0,1877677,373300,5210,85700,812100,8861,10130,51,91837,1
56,74,1877677,4,5210,3,4,8861,10130,51,91837,1
56,255,1877677,3,5210,4,1,8861,10130,51,91837,1
56,0,892751,373300,28757,85700,812100,55936,13027,51,174175,1
44,0,108955,4,2166,3,4,796,745,56,17814,1
37,0,322884,9,15211,8,2,20262,12708,48,324203,1
37,255,322884,833600,15211,47090,392180,20262,12708,48,324203,1
37,255,322884,4,15211,4,5,20262,12708,48,324203,1
37,0,1239720,1,40866,4,2,54072,22069,48,227253,1
26,0,64263,986000,3512,74000,144000,7619,1494,50,29893,1
41,0,931686,3,7540,2,3,7078,2003,51,18470,1
41,249,931686,1,7540,4,2,7078,2003,51,18470,1
41,255,931686,986000,7540,74000,144000,7078,2003,51,18470,1
41,0,619583,3,91568,2,3,29555,38429,51,228011,1
41,0,826788,1,37711,4,2,55494,6613,44,351184,1
41,0,172416,986000,32703,74000,144000,24794,5486,44,98282,1
41,0,172416,3,32703,2,3,24794,5486,44,98282,1
41,0,172416,3,32703,6,4,24794,5486,44,98282,1
41,0,633543,155540,8774,53350,169710,18895,20069,44,116331,1
38,0,167344,5,14354,4,5,20003,7965,40,492557,1
38,0,954231,3,269410,6,4,136540,389444,40,445040,1
41,0,651066,155540,3602,53350,169710,6180,2114,35,31144,1
51,0,677891,5,295900,4,5,33322,133550,24,490240,1
51,254,677891,3,295900,6,4,33322,133550,24,490240,1
51,0,614908,155540,17829,53350,169710,49984,14946,24,210931,1
51,0,477869,5,36727,4,5,29342,10619,24,297278,1
53,0,57252,1,696,3,1,845,842,27,16773,1
53,252,57252,959000,696,63300,254300,845,842,27,16773,1
53,0,1922933,4,417661,3,4,196738,76071,27,1108863,1
51,0,556652,1,110184,2,4,273752,81138,27,982009,1
51,0,556652,130780,110184,60040,42400,273752,81138,27,982009,1
51,0,556652,5,110184,4,5,273752,81138,27,982009,1
37,0,393559,1,28010,8,2,23099,21595,24,253353,1
37,0,1384718,531870,77587,12270,9810,106344,34312,24,259404,1
37,0,1467410,5,60387,4,5,71987,21939,35,376078,1
47,0,1378726,2,25493,1,2,53203,10953,38,199648,1
47,255,1378726,731000,25493,26740,743200,53203,10953,38,199648,1
47,0,986329,4,98083,4,4,31379,52366,38,1314364,1
51,0,602455,1,3792,5,9,4957,4273,40,18076,1
56,0,596304,243400,184071,50300,227300,95119,105162,43,952769,1
56,48,596304,4,184071,3,4,95119,105162,43,952769,1
56,0,396517,6,25794,1,8,25256,11484,43,31174,1
57,0,2286214,156000,51153,17900,550000,99902,8160,40,307100,1
69,0,248618,3,32655,3,3,10239,10673,44,49155,1
69,0,248618,2,32655,8,8,10239,10673,44,49155,1
69,0,248618,301900,32655,36900,389800,10239,10673,44,49155,1
69,53,248618,4,32655,3,4,10239,10673,44,49155,1
67,0,1259389,9,63710,6,5,66002,25707,34,628747,1
0,31,0,0,0,0,0,0,0,0,0,1
0,32,0,0,0,0,0,0,0,0,0,1
0,32,0,0,0,0,0,0,0,0,0,1
0,33,0,0,0,0,0,0,0,0,0,1
35,0,593337,158530,19690,0,0,53189,4194,63,296959,1
35,31,593337,158530,19690,0,0,53189,4194,63,296959,1
35,34,593337,158530,19690,0,0,53189,4194,63,296959,1
30,0,604728,24341,5449,0,0,4396,4451,64,43013,1
30,106,604728,24341,5449,0,0,4396,4451,64,43013,1
30,49,604728,24341,5449,0,0,4396,4451,64,43013,1
30,83,604728,24341,5449,0,0,4396,4451,64,43013,1
40,0,220274,2975,8057,0,0,6666,5648,64,41217,1
40,31,220274,2975,8057,3,5,6666,5648,64,41217,1
40,33,220274,2975,8057,36100,425000,6666,5648,64,41217,1
26,0,1528224,90748,10014,3,3,16248,8633,61,214709,1
26,0,1528224,90748,10014,3,5,16248,8633,61,214709,1
26,0,1528224,90748,10014,36100,425000,16248,8633,61,214709,1
26,53,1528224,90748,10014,3,3,16248,8633,61,214709,1
26,45,1528224,90748,10014,3,5,16248,8633,61,214709,1
26,140,1528224,90748,10014,36100,425000,16248,8633,61,214709,1
44,0,1086421,62320,82512,3,3,114766,35287,56,220320,1
44,92,1086421,62320,82512,6,2,114766,35287,56,220320,1
44,32,1086421,62320,82512,76000,165700,114766,35287,56,220320,1
43,0,988223,102755,38297,2,4,16834,12622,44,554398,1
43,38,988223,102755,38297,6,2,16834,12622,44,554398,1
35,0,1220396,218358,33293,76000,165700,24840,7501,47,439086,1
35,31,1220396,218358,33293,2,4,24840,7501,47,439086,1
35,131,1220396,218358,33293,6,2,24840,7501,47,439086,1
44,0,245696,6614,6539,76000,165700,22359,20395,37,58668,1
44,140,245696,6614,6539,2,4,22359,20395,37,58668,1
44,31,245696,6614,6539,6,2,22359,20395,37,58668,1
29,0,745783,51259,7184,76000,165700,9821,2595,43,75455,1
29,31,745783,51259,7184,2,4,9821,2595,43,75455,1
20,0,1416602,411348,40000,2,2,86713,31280,47,1500546,1
20,39,1416602,411348,40000,26000,566800,86713,31280,47,1500546,1
20,63,1416602,411348,40000,3,4,86713,31280,47,1500546,1
20,0,1076462,22947,35970,2,2,25581,21601,47,94258,1
20,34,1076462,22947,35970,26000,566800,25581,21601,47,94258,1
20,53,1076462,22947,35970,3,4,25581,21601,47,94258,1
20,0,216631,11150,7336,2,2,5606,3902,30,143373,1
20,31,216631,11150,7336,26000,566800,5606,3902,30,143373,1
20,33,216631,11150,7336,3,4,5606,3902,30,143373,1
14,0,1146532,113855,74535,2,2,74990,52867,35,1083739,1
14,64,1146532,113855,74535,85800,421200,74990,52867,35,1083739,1
14,0,2241830,190205,268598,3,4,153318,43373,35,1466003,1
14,0,2241830,190205,268598,2,2,153318,43373,35,1466003,1
14,0,2241830,190205,268598,85800,421200,153318,43373,35,1466003,1
10,0,795361,115368,15740,3,4,28967,5675,29,409793,1
24,0,829915,117764,73691,2,2,211173,72212,23,639649,1
24,0,1530984,41584,37571,85800,421200,34319,16871,23,54253,1
24,0,955508,474389,752457,3,4,333904,598727,23,1659783,1
24,0,158513,7357,118128,2,2,80360,22111,23,64010,1
24,0,954634,64404,26410,85800,421200,3981,13547,23,184644,1
23,0,1200911,342157,30204,3,4,109885,10517,47,267958,1
23,0,827852,71528,83709,2,2,109967,24421,47,120273,1
